SOURCE,TARGET,TIME,TYPE,WEIGHT,SITE,lock_bool,high_bool,low_bool,ANTENNA,pre_dur,post_dur
J3635,J3635,0,IS_GROUP_A,1,,,,,,,
J3628,J3628,0,IS_GROUP_A,1,,,,,,,
J3630,J3630,0,IS_GROUP_A,1,,,,,,,
J3659,J3659,0,IS_GROUP_A,1,,,,,,,
J3655,J3655,0,IS_GROUP_A,1,,,,,,,
J3662,J3662,0,IS_GROUP_A,1,,,,,,,
J3613,J3613,0,IS_GROUP_A,1,,,,,,,
J1692,J1692,0,IS_GROUP_A,1,,,,,,,
J3608,J3608,0,IS_GROUP_A,1,,,,,,,
J2477,J2477,0,IS_GROUP_A,1,,,,,,,
J3595,J3595,0,IS_GROUP_A,1,,,,,,,
J3581,J3581,0,IS_GROUP_A,1,,,,,,,
J3585,J3585,0,IS_GROUP_A,1,,,,,,,
J3591,J3591,0,IS_GROUP_A,1,,,,,,,
J2198,J2198,0,IS_GROUP_A,1,,,,,,,
J1623,J1623,0,IS_GROUP_A,1,,,,,,,
J3564,J3564,0,IS_GROUP_A,1,,,,,,,
J3566,J3566,0,IS_GROUP_A,1,,,,,,,
J3560,J3560,0,IS_GROUP_A,1,,,,,,,
J3556,J3556,0,IS_GROUP_A,1,,,,,,,
J3551,J3551,0,IS_GROUP_A,1,,,,,,,
J1658,J1658,0,IS_GROUP_A,1,,,,,,,
J2488,J2488,0,IS_GROUP_A,1,,,,,,,
J3537,J3537,0,IS_GROUP_A,1,,,,,,,
J3530,J3530,0,IS_GROUP_A,1,,,,,,,
J3534,J3534,0,IS_GROUP_A,1,,,,,,,
J3523,J3523,0,IS_GROUP_A,1,,,,,,,
J3527,J3527,0,IS_GROUP_A,1,,,,,,,
J3295,J3295,0,IS_GROUP_A,1,,,,,,,
J3208,J3208,0,IS_GROUP_A,1,,,,,,,
J3145,J3145,0,IS_GROUP_A,1,,,,,,,
J3281,J3281,0,IS_GROUP_A,1,,,,,,,
J3125,J3125,0,IS_GROUP_A,1,,,,,,,
J3106,J3106,0,IS_GROUP_A,1,,,,,,,
J3228,J3228,0,IS_GROUP_A,1,,,,,,,
J2668,J2668,0,IS_GROUP_A,1,,,,,,,
J3225,J3225,0,IS_GROUP_A,1,,,,,,,
J3493,J3493,0,IS_GROUP_A,1,,,,,,,
J3473,J3473,0,IS_GROUP_A,1,,,,,,,
J1529,J1529,0,IS_GROUP_A,1,,,,,,,
J1890,J1890,0,IS_GROUP_A,1,,,,,,,
J2572,J2572,0,IS_GROUP_A,1,,,,,,,
J3462,J3462,0,IS_GROUP_A,1,,,,,,,
J3468,J3468,0,IS_GROUP_A,1,,,,,,,
J1902,J1902,0,IS_GROUP_A,1,,,,,,,
J2966,J2966,0,IS_GROUP_A,1,,,,,,,
J42,J42,0,IS_GROUP_A,1,,,,,,,
J2573,J2573,0,IS_GROUP_A,1,,,,,,,
J1315,J1315,0,IS_GROUP_A,1,,,,,,,
J510,J510,0,IS_GROUP_A,1,,,,,,,
J1507,J1507,0,IS_GROUP_A,1,,,,,,,
J2952,J2952,0,IS_GROUP_A,1,,,,,,,
J361,J361,0,IS_GROUP_A,1,,,,,,,
J1317,J1317,0,IS_GROUP_A,1,,,,,,,
J1352,J1352,0,IS_GROUP_A,1,,,,,,,
J22,J22,0,IS_GROUP_A,1,,,,,,,
J1056,J1056,0,IS_GROUP_A,1,,,,,,,
J2942,J2942,0,IS_GROUP_A,1,,,,,,,
J448,J448,0,IS_GROUP_A,1,,,,,,,
J2801,J2801,0,IS_GROUP_A,1,,,,,,,
J2740,J2740,0,IS_GROUP_A,1,,,,,,,
J580,J580,0,IS_GROUP_A,1,,,,,,,
J1454,J1454,0,IS_GROUP_A,1,,,,,,,
J2867,J2867,0,IS_GROUP_A,1,,,,,,,
J358,J358,0,IS_GROUP_A,1,,,,,,,
J1047,J1047,0,IS_GROUP_A,1,,,,,,,
J1283A,J1283A,0,IS_GROUP_A,1,,,,,,,
J2607,J2607,0,IS_GROUP_A,1,,,,,,,
J2759,J2759,0,IS_GROUP_A,1,,,,,,,
J498,J498,0,IS_GROUP_A,1,,,,,,,
J2592B,J2592B,0,IS_GROUP_A,1,,,,,,,
J2666,J2666,0,IS_GROUP_A,1,,,,,,,
J2961,J2961,0,IS_GROUP_A,1,,,,,,,
J3003,J3003,0,IS_GROUP_A,1,,,,,,,
J3066,J3066,0,IS_GROUP_A,1,,,,,,,
J3067,J3067,0,IS_GROUP_A,1,,,,,,,
J3069,J3069,0,IS_GROUP_A,1,,,,,,,
J3085,J3085,0,IS_GROUP_A,1,,,,,,,
J476,J476,0,IS_GROUP_A,1,,,,,,,
J971,J971,0,IS_GROUP_A,1,,,,,,,
J3636,J3636,0,IS_GROUP_A,0,,,,,,,
J3654,J3654,0,IS_GROUP_A,0,,,,,,,
J2128,J2128,0,IS_GROUP_A,0,,,,,,,
J3610,J3610,0,IS_GROUP_A,0,,,,,,,
J3614,J3614,0,IS_GROUP_A,0,,,,,,,
J2475,J2475,0,IS_GROUP_A,0,,,,,,,
J2550,J2550,0,IS_GROUP_A,0,,,,,,,
J3605,J3605,0,IS_GROUP_A,0,,,,,,,
J3594,J3594,0,IS_GROUP_A,0,,,,,,,
J3599,J3599,0,IS_GROUP_A,0,,,,,,,
J3601,J3601,0,IS_GROUP_A,0,,,,,,,
J3603,J3603,0,IS_GROUP_A,0,,,,,,,
J3590,J3590,0,IS_GROUP_A,0,,,,,,,
J3588,J3588,0,IS_GROUP_A,0,,,,,,,
J1511,J1511,0,IS_GROUP_A,0,,,,,,,
J3582,J3582,0,IS_GROUP_A,0,,,,,,,
J3580,J3580,0,IS_GROUP_A,0,,,,,,,
J2196,J2196,0,IS_GROUP_A,0,,,,,,,
J3567,J3567,0,IS_GROUP_A,0,,,,,,,
J3569,J3569,0,IS_GROUP_A,0,,,,,,,
J2542,J2542,0,IS_GROUP_A,0,,,,,,,
J3565,J3565,0,IS_GROUP_A,0,,,,,,,
J2486,J2486,0,IS_GROUP_A,0,,,,,,,
J3554,J3554,0,IS_GROUP_A,0,,,,,,,
J3559,J3559,0,IS_GROUP_A,0,,,,,,,
J3563,J3563,0,IS_GROUP_A,0,,,,,,,
J3550,J3550,0,IS_GROUP_A,0,,,,,,,
J1102,J1102,0,IS_GROUP_A,0,,,,,,,
J2017,J2017,0,IS_GROUP_A,0,,,,,,,
J2470,J2470,0,IS_GROUP_A,0,,,,,,,
J2491,J2491,0,IS_GROUP_A,0,,,,,,,
J2263,J2263,0,IS_GROUP_A,0,,,,,,,
J2197,J2197,0,IS_GROUP_A,0,,,,,,,
J3535,J3535,0,IS_GROUP_A,0,,,,,,,
J2467,J2467,0,IS_GROUP_A,0,,,,,,,
J3518,J3518,0,IS_GROUP_A,0,,,,,,,
J3522,J3522,0,IS_GROUP_A,0,,,,,,,
J3524,J3524,0,IS_GROUP_A,0,,,,,,,
J3526,J3526,0,IS_GROUP_A,0,,,,,,,
J1949,J1949,0,IS_GROUP_A,0,,,,,,,
J2126,J2126,0,IS_GROUP_A,0,,,,,,,
J3469,J3469,0,IS_GROUP_A,0,,,,,,,
J2072,J2072,0,IS_GROUP_A,0,,,,,,,
J290,J290,0,IS_GROUP_A,0,,,,,,,
J1340,J1340,0,IS_GROUP_A,0,,,,,,,
J2409,J2409,0,IS_GROUP_A,0,,,,,,,
J2402,J2402,0,IS_GROUP_A,0,,,,,,,
J505,J505,0,IS_GROUP_A,0,,,,,,,
J1480,J1480,0,IS_GROUP_A,0,,,,,,,
J1895,J1895,0,IS_GROUP_A,0,,,,,,,
J469,J469,0,IS_GROUP_A,0,,,,,,,
J1915,J1915,0,IS_GROUP_A,0,,,,,,,
J1893,J1893,0,IS_GROUP_A,0,,,,,,,
J972,J972,0,IS_GROUP_A,0,,,,,,,
J2941,J2941,0,IS_GROUP_A,0,,,,,,,
J1602,J1602,0,IS_GROUP_A,0,,,,,,,
J793,J793,0,IS_GROUP_A,0,,,,,,,
J751,J751,0,IS_GROUP_A,0,,,,,,,
J1917,J1917,0,IS_GROUP_A,0,,,,,,,
J3063,J3063,0,IS_GROUP_A,0,,,,,,,
J1034,J1034,0,IS_GROUP_A,0,,,,,,,
J2130,J2130,0,IS_GROUP_A,0,,,,,,,
J884,J884,0,IS_GROUP_A,0,,,,,,,
J1003,J1003,0,IS_GROUP_A,0,,,,,,,
J1171,J1171,0,IS_GROUP_A,0,,,,,,,
J2593,J2593,0,IS_GROUP_A,0,,,,,,,
J753,J753,0,IS_GROUP_A,0,,,,,,,
J900,J900,0,IS_GROUP_A,0,,,,,,,
J1031,J1031,0,IS_GROUP_A,0,,,,,,,
J1369,J1369,0,IS_GROUP_A,0,,,,,,,
J17,J17,0,IS_GROUP_A,0,,,,,,,
J2641,J2641,0,IS_GROUP_A,0,,,,,,,
J2751,J2751,0,IS_GROUP_A,0,,,,,,,
J889,J889,0,IS_GROUP_A,0,,,,,,,
J2644,J2644,0,IS_GROUP_A,0,,,,,,,
J2732,J2732,0,IS_GROUP_A,0,,,,,,,
J2831,J2831,0,IS_GROUP_A,0,,,,,,,
J2946,J2946,0,IS_GROUP_A,0,,,,,,,
J3068,J3068,0,IS_GROUP_A,0,,,,,,,
J3081,J3081,0,IS_GROUP_A,0,,,,,,,
J3093,J3093,0,IS_GROUP_A,0,,,,,,,
J2130,J2130,0,at_risk,1,,,,,,,
J1352,J1352,0,at_risk,1,,,,,,,
J972,J972,0,at_risk,1,,,,,,,
J505,J505,0,at_risk,1,,,,,,,
J2740,J2740,0,at_risk,1,,,,,,,
J1529,J1529,0,at_risk,1,,,,,,,
J751,J751,0,at_risk,1,,,,,,,
J3085,J3085,0,at_risk,1,,,,,,,
J2573,J2573,0,at_risk,1,,,,,,,
J1056,J1056,0,at_risk,1,,,,,,,
J2592B,J2592B,0,at_risk,1,,,,,,,
J1102,J1102,0,at_risk,1,,,,,,,
J2402,J2402,0,at_risk,1,,,,,,,
J2942,J2942,0,at_risk,1,,,,,,,
J448,J448,0,at_risk,1,,,,,,,
J42,J42,0,at_risk,1,,,,,,,
J2751,J2751,0,at_risk,1,,,,,,,
J971,J971,0,at_risk,1,,,,,,,
J2486,J2486,0,at_risk,1,,,,,,,
J1511,J1511,0,at_risk,1,,,,,,,
J1658,J1658,0,at_risk,1,,,,,,,
J1647,J1647,0,at_risk,1,,,,,,,
J1507,J1507,0,at_risk,1,,,,,,,
J510,J510,0,at_risk,1,,,,,,,
J2732,J2732,0,at_risk,1,,,,,,,
J498,J498,0,at_risk,1,,,,,,,
J2593,J2593,0,at_risk,1,,,,,,,
J1034,J1034,0,at_risk,1,,,,,,,
J290,J290,0,at_risk,1,,,,,,,
J2946,J2946,0,at_risk,1,,,,,,,
J884,J884,0,at_risk,1,,,,,,,
J1454,J1454,0,at_risk,1,,,,,,,
J1895,J1895,0,at_risk,1,,,,,,,
J358,J358,0,at_risk,1,,,,,,,
J580,J580,0,at_risk,1,,,,,,,
J476,J476,0,at_risk,1,,,,,,,
J1340,J1340,0,at_risk,1,,,,,,,
J1902,J1902,3972599,at_risk,1,,,,,,,
J1031,J1031,3984299,at_risk,1,,,,,,,
J2409,J2409,3982799,at_risk,1,,,,,,,
J1893,J1893,3976499,at_risk,1,,,,,,,
J1317,J1317,3977099,at_risk,1,,,,,,,
J793,J793,3976199,at_risk,1,,,,,,,
J2952,J2952,4187999,at_risk,1,,,,,,,
J1315,J1315,4325999,at_risk,1,,,,,,,
J3106,J3106,4625099,at_risk,1,,,,,,,
J3115,J3115,4625099,at_risk,1,,,,,,,
J3125,J3125,4818599,at_risk,1,,,,,,,
J1171,J1171,4886999,at_risk,1,,,,,,,
J1369,J1369,4896899,at_risk,1,,,,,,,
J1915,J1915,4885199,at_risk,1,,,,,,,
J2126,J2126,4886399,at_risk,1,,,,,,,
J2572,J2572,4887599,at_risk,1,,,,,,,
J2867,J2867,4897799,at_risk,1,,,,,,,
J3067,J3067,4898099,at_risk,1,,,,,,,
J3462,J3462,4888199,at_risk,1,,,,,,,
J3466,J3466,4894499,at_risk,1,,,,,,,
J3468,J3468,4895099,at_risk,1,,,,,,,
J3469,J3469,4895699,at_risk,1,,,,,,,
J469,J469,4886999,at_risk,1,,,,,,,
J753,J753,4897199,at_risk,1,,,,,,,
J1890,J1890,4881299,at_risk,1,,,,,,,
J3145,J3145,4964399,at_risk,1,,,,,,,
J3216,J3216,5076299,at_risk,1,,,,,,,
J3225,J3225,5076299,at_risk,1,,,,,,,
J3262,J3262,5159699,at_risk,1,,,,,,,
J1692,J1692,5163899,at_risk,1,,,,,,,
J3270,J3270,5234099,at_risk,1,,,,,,,
J3473,J3473,5232599,at_risk,1,,,,,,,
J3217,J3217,5227799,at_risk,1,,,,,,,
J3281,J3281,5227799,at_risk,1,,,,,,,
J3228,J3228,5230199,at_risk,1,,,,,,,
J3208,J3208,5327999,at_risk,1,,,,,,,
J3222,J3222,5321999,at_risk,1,,,,,,,
J3295,J3295,5321999,at_risk,1,,,,,,,
J3369,J3369,5324399,at_risk,1,,,,,,,
J3229,J3229,5329199,at_risk,1,,,,,,,
J3348,J3348,5482799,at_risk,1,,,,,,,
J361,J361,5495399,at_risk,1,,,,,,,
J1368,J1368,5489099,at_risk,1,,,,,,,
J2966,J2966,5501099,at_risk,1,,,,,,,
J1003,J1003,5766899,at_risk,1,,,,,,,
J1283A,J1283A,5759399,at_risk,1,,,,,,,
J17,J17,5765399,at_risk,1,,,,,,,
J1949,J1949,5761199,at_risk,1,,,,,,,
J2641,J2641,5758199,at_risk,1,,,,,,,
J2666,J2666,5759999,at_risk,1,,,,,,,
J3063,J3063,5760599,at_risk,1,,,,,,,
J3493,J3493,5762699,at_risk,1,,,,,,,
J889,J889,5761799,at_risk,1,,,,,,,
J900,J900,5758199,at_risk,1,,,,,,,
J2941,J2941,5741699,at_risk,1,,,,,,,
J1602,J1602,5738399,at_risk,1,,,,,,,
J2831,J2831,6435299,at_risk,1,,,,,,,
J3510,J3510,6887399,at_risk,1,,,,,,,
J1047,J1047,7743299,at_risk,1,,,,,,,
J2128,J2128,7734599,at_risk,1,,,,,,,
J2197,J2197,7743299,at_risk,1,,,,,,,
J22,J22,7741799,at_risk,1,,,,,,,
J2263,J2263,7747199,at_risk,1,,,,,,,
J2467,J2467,7734299,at_risk,1,,,,,,,
J2470,J2470,7748099,at_risk,1,,,,,,,
J2477,J2477,7726799,at_risk,1,,,,,,,
J2488,J2488,7748099,at_risk,1,,,,,,,
J2491,J2491,7747799,at_risk,1,,,,,,,
J2607,J2607,7734899,at_risk,1,,,,,,,
J2644,J2644,7727999,at_risk,1,,,,,,,
J2668,J2668,7741799,at_risk,1,,,,,,,
J2801,J2801,7735799,at_risk,1,,,,,,,
J3068,J3068,7741499,at_risk,1,,,,,,,
J3081,J3081,7741499,at_risk,1,,,,,,,
J3093,J3093,7733099,at_risk,1,,,,,,,
J3518,J3518,7728299,at_risk,1,,,,,,,
J3522,J3522,7729499,at_risk,1,,,,,,,
J3523,J3523,7729799,at_risk,1,,,,,,,
J3524,J3524,7730099,at_risk,1,,,,,,,
J3526,J3526,7730699,at_risk,1,,,,,,,
J3527,J3527,7732499,at_risk,1,,,,,,,
J3530,J3530,7736999,at_risk,1,,,,,,,
J3534,J3534,7740599,at_risk,1,,,,,,,
J3535,J3535,7740899,at_risk,1,,,,,,,
J3537,J3537,7744499,at_risk,1,,,,,,,
J3538,J3538,7747199,at_risk,1,,,,,,,
J3548,J3548,8077799,at_risk,1,,,,,,,
J1480,J1480,8172899,at_risk,1,,,,,,,
J1600,J1600,8179799,at_risk,1,,,,,,,
J1616,J1616,8171999,at_risk,1,,,,,,,
J1623,J1623,8173199,at_risk,1,,,,,,,
J2196,J2196,8177399,at_risk,1,,,,,,,
J2198,J2198,8178599,at_risk,1,,,,,,,
J2542,J2542,8173199,at_risk,1,,,,,,,
J2961,J2961,8178299,at_risk,1,,,,,,,
J3550,J3550,8157599,at_risk,1,,,,,,,
J3551,J3551,8157599,at_risk,1,,,,,,,
J3554,J3554,8167199,at_risk,1,,,,,,,
J3555,J3555,8167799,at_risk,1,,,,,,,
J3556,J3556,8168399,at_risk,1,,,,,,,
J3559,J3559,8168999,at_risk,1,,,,,,,
J3560,J3560,8169299,at_risk,1,,,,,,,
J3563,J3563,8170199,at_risk,1,,,,,,,
J3564,J3564,8173799,at_risk,1,,,,,,,
J3565,J3565,8174099,at_risk,1,,,,,,,
J3566,J3566,8174399,at_risk,1,,,,,,,
J3567,J3567,8174999,at_risk,1,,,,,,,
J3569,J3569,8175599,at_risk,1,,,,,,,
J2017,J2017,8519399,at_risk,1,,,,,,,
J2072,J2072,8525099,at_risk,1,,,,,,,
J2475,J2475,8520899,at_risk,1,,,,,,,
J2550,J2550,8520599,at_risk,1,,,,,,,
J3003,J3003,8526299,at_risk,1,,,,,,,
J3066,J3066,8502599,at_risk,1,,,,,,,
J3069,J3069,8521499,at_risk,1,,,,,,,
J3580,J3580,8506799,at_risk,1,,,,,,,
J3581,J3581,8506799,at_risk,1,,,,,,,
J3582,J3582,8507099,at_risk,1,,,,,,,
J3585,J3585,8507699,at_risk,1,,,,,,,
J3588,J3588,8508299,at_risk,1,,,,,,,
J3590,J3590,8511599,at_risk,1,,,,,,,
J3591,J3591,8511599,at_risk,1,,,,,,,
J3592,J3592,8512199,at_risk,1,,,,,,,
J3593,J3593,8512199,at_risk,1,,,,,,,
J3594,J3594,8512499,at_risk,1,,,,,,,
J3595,J3595,8512499,at_risk,1,,,,,,,
J3599,J3599,8513699,at_risk,1,,,,,,,
J3601,J3601,8513999,at_risk,1,,,,,,,
J3603,J3603,8514599,at_risk,1,,,,,,,
J3605,J3605,8515199,at_risk,1,,,,,,,
J3608,J3608,8522699,at_risk,1,,,,,,,
J3610,J3610,8528999,at_risk,1,,,,,,,
J3613,J3613,8529599,at_risk,1,,,,,,,
J3614,J3614,8529899,at_risk,1,,,,,,,
J516,J516,9017999,at_risk,1,,,,,,,
J2652A,J2652A,9110099,at_risk,1,,,,,,,
J3628,J3628,9111299,at_risk,1,,,,,,,
J3630,J3630,9111599,at_risk,1,,,,,,,
J3635,J3635,9112499,at_risk,1,,,,,,,
J3636,J3636,9113399,at_risk,1,,,,,,,
J3643,J3643,9193499,at_risk,1,,,,,,,
J1917,J1917,9638399,at_risk,1,,,,,,,
J2759,J2759,9635699,at_risk,1,,,,,,,
J3654,J3654,9626699,at_risk,1,,,,,,,
J3655,J3655,9627599,at_risk,1,,,,,,,
J3659,J3659,9628199,at_risk,1,,,,,,,
J3662,J3662,9629099,at_risk,1,,,,,,,
J17,J17,0,SEX,1,,,,,,,
J22,J22,0,SEX,2,,,,,,,
J42,J42,0,SEX,1,,,,,,,
J290,J290,0,SEX,2,,,,,,,
J358,J358,0,SEX,2,,,,,,,
J361,J361,0,SEX,2,,,,,,,
J469,J469,0,SEX,2,,,,,,,
J498,J498,0,SEX,1,,,,,,,
J505,J505,0,SEX,1,,,,,,,
J510,J510,0,SEX,1,,,,,,,
J580,J580,0,SEX,1,,,,,,,
J793,J793,0,SEX,1,,,,,,,
J751,J751,0,SEX,2,,,,,,,
J753,J753,0,SEX,2,,,,,,,
J884,J884,0,SEX,1,,,,,,,
J889,J889,0,SEX,1,,,,,,,
J900,J900,0,SEX,2,,,,,,,
J972,J972,0,SEX,2,,,,,,,
J1003,J1003,0,SEX,2,,,,,,,
J1034,J1034,0,SEX,2,,,,,,,
J1056,J1056,0,SEX,1,,,,,,,
J1031,J1031,0,SEX,1,,,,,,,
J1047,J1047,0,SEX,1,,,,,,,
J1102,J1102,0,SEX,2,,,,,,,
J1171,J1171,0,SEX,2,,,,,,,
J1315,J1315,0,SEX,1,,,,,,,
J1283A,J1283A,0,SEX,1,,,,,,,
J1317,J1317,0,SEX,1,,,,,,,
J1340,J1340,0,SEX,2,,,,,,,
J1352,J1352,0,SEX,2,,,,,,,
J1369,J1369,0,SEX,1,,,,,,,
J1454,J1454,0,SEX,2,,,,,,,
J1480,J1480,0,SEX,2,,,,,,,
J1507,J1507,0,SEX,2,,,,,,,
J1511,J1511,0,SEX,1,,,,,,,
J1529,J1529,0,SEX,2,,,,,,,
J1895,J1895,0,SEX,2,,,,,,,
J1890,J1890,0,SEX,2,,,,,,,
J1893,J1893,0,SEX,1,,,,,,,
J1602,J1602,0,SEX,2,,,,,,,
J1623,J1623,0,SEX,1,,,,,,,
J1658,J1658,0,SEX,1,,,,,,,
J1692,J1692,0,SEX,2,,,,,,,
J1902,J1902,0,SEX,1,,,,,,,
J1915,J1915,0,SEX,1,,,,,,,
J1917,J1917,0,SEX,1,,,,,,,
J1949,J1949,0,SEX,1,,,,,,,
J2017,J2017,0,SEX,1,,,,,,,
J2072,J2072,0,SEX,2,,,,,,,
J2126,J2126,0,SEX,2,,,,,,,
J2128,J2128,0,SEX,1,,,,,,,
J2130,J2130,0,SEX,2,,,,,,,
J2196,J2196,0,SEX,1,,,,,,,
J2197,J2197,0,SEX,2,,,,,,,
J2198,J2198,0,SEX,2,,,,,,,
J2263,J2263,0,SEX,2,,,,,,,
J2402,J2402,0,SEX,2,,,,,,,
J2409,J2409,0,SEX,1,,,,,,,
J2486,J2486,0,SEX,2,,,,,,,
J2542,J2542,0,SEX,1,,,,,,,
J972,J972,0,SEX,1,,,,,,,
J2573,J2573,0,SEX,1,,,,,,,
J2593,J2593,0,SEX,2,,,,,,,
J2641,J2641,0,SEX,1,,,,,,,
J2740,J2740,0,SEX,1,,,,,,,
J2751,J2751,0,SEX,1,,,,,,,
J2759,J2759,0,SEX,1,,,,,,,
J2801,J2801,0,SEX,2,,,,,,,
J2867,J2867,0,SEX,2,,,,,,,
J2941,J2941,0,SEX,2,,,,,,,
J2952,J2952,0,SEX,1,,,,,,,
J2966,J2966,0,SEX,2,,,,,,,
J971,J971,0,SEX,2,,,,,,,
J3473,J3473,0,SEX,2,,,,,,,
J3590,J3590,0,SEX,1,,,,,,,
J3591,J3591,0,SEX,1,,,,,,,
J3635,J3635,0,SEX,0,,,,,,,
J3628,J3628,0,SEX,0,,,,,,,
J3630,J3630,0,SEX,0,,,,,,,
J3659,J3659,0,SEX,0,,,,,,,
J3655,J3655,0,SEX,0,,,,,,,
J3662,J3662,0,SEX,0,,,,,,,
J3613,J3613,0,SEX,0,,,,,,,
J3608,J3608,0,SEX,0,,,,,,,
J2477,J2477,0,SEX,0,,,,,,,
J3595,J3595,0,SEX,0,,,,,,,
J3581,J3581,0,SEX,0,,,,,,,
J3585,J3585,0,SEX,0,,,,,,,
J3564,J3564,0,SEX,0,,,,,,,
J3566,J3566,0,SEX,0,,,,,,,
J3560,J3560,0,SEX,0,,,,,,,
J3556,J3556,0,SEX,0,,,,,,,
J3551,J3551,0,SEX,0,,,,,,,
J2488,J2488,0,SEX,0,,,,,,,
J3537,J3537,0,SEX,0,,,,,,,
J3530,J3530,0,SEX,0,,,,,,,
J3534,J3534,0,SEX,0,,,,,,,
J3523,J3523,0,SEX,0,,,,,,,
J3527,J3527,0,SEX,0,,,,,,,
J3295,J3295,0,SEX,0,,,,,,,
J3208,J3208,0,SEX,0,,,,,,,
J3145,J3145,0,SEX,0,,,,,,,
J3281,J3281,0,SEX,0,,,,,,,
J3125,J3125,0,SEX,0,,,,,,,
J3106,J3106,0,SEX,0,,,,,,,
J3228,J3228,0,SEX,0,,,,,,,
J2668,J2668,0,SEX,0,,,,,,,
J3225,J3225,0,SEX,0,,,,,,,
J3493,J3493,0,SEX,0,,,,,,,
J2572,J2572,0,SEX,0,,,,,,,
J3462,J3462,0,SEX,0,,,,,,,
J3468,J3468,0,SEX,0,,,,,,,
J2942,J2942,0,SEX,0,,,,,,,
J448,J448,0,SEX,0,,,,,,,
J2607,J2607,0,SEX,0,,,,,,,
J2592B,J2592B,0,SEX,0,,,,,,,
J2666,J2666,0,SEX,0,,,,,,,
J2961,J2961,0,SEX,0,,,,,,,
J3003,J3003,0,SEX,0,,,,,,,
J3066,J3066,0,SEX,0,,,,,,,
J3067,J3067,0,SEX,0,,,,,,,
J3069,J3069,0,SEX,0,,,,,,,
J3085,J3085,0,SEX,0,,,,,,,
J476,J476,0,SEX,0,,,,,,,
J3636,J3636,0,SEX,0,,,,,,,
J3654,J3654,0,SEX,0,,,,,,,
J3610,J3610,0,SEX,0,,,,,,,
J3614,J3614,0,SEX,0,,,,,,,
J2475,J2475,0,SEX,0,,,,,,,
J2550,J2550,0,SEX,0,,,,,,,
J3605,J3605,0,SEX,0,,,,,,,
J3594,J3594,0,SEX,0,,,,,,,
J3599,J3599,0,SEX,0,,,,,,,
J3601,J3601,0,SEX,0,,,,,,,
J3603,J3603,0,SEX,0,,,,,,,
J3588,J3588,0,SEX,0,,,,,,,
J3582,J3582,0,SEX,0,,,,,,,
J3580,J3580,0,SEX,0,,,,,,,
J3567,J3567,0,SEX,0,,,,,,,
J3569,J3569,0,SEX,0,,,,,,,
J3565,J3565,0,SEX,0,,,,,,,
J3554,J3554,0,SEX,0,,,,,,,
J3559,J3559,0,SEX,0,,,,,,,
J3563,J3563,0,SEX,0,,,,,,,
J3550,J3550,0,SEX,0,,,,,,,
J2470,J2470,0,SEX,0,,,,,,,
J2491,J2491,0,SEX,0,,,,,,,
J3535,J3535,0,SEX,0,,,,,,,
J2467,J2467,0,SEX,0,,,,,,,
J3518,J3518,0,SEX,0,,,,,,,
J3522,J3522,0,SEX,0,,,,,,,
J3524,J3524,0,SEX,0,,,,,,,
J3526,J3526,0,SEX,0,,,,,,,
J3469,J3469,0,SEX,0,,,,,,,
J3063,J3063,0,SEX,0,,,,,,,
J2644,J2644,0,SEX,0,,,,,,,
J2732,J2732,0,SEX,0,,,,,,,
J2831,J2831,0,SEX,0,,,,,,,
J2946,J2946,0,SEX,0,,,,,,,
J3068,J3068,0,SEX,0,,,,,,,
J3081,J3081,0,SEX,0,,,,,,,
J3093,J3093,0,SEX,0,,,,,,,
J17,J17,0,IS_ADULT,1,,,,,,,
J22,J22,0,IS_ADULT,1,,,,,,,
J42,J42,0,IS_ADULT,1,,,,,,,
J290,J290,0,IS_ADULT,1,,,,,,,
J358,J358,0,IS_ADULT,1,,,,,,,
J361,J361,0,IS_ADULT,1,,,,,,,
J448,J448,0,IS_ADULT,1,,,,,,,
J469,J469,0,IS_ADULT,1,,,,,,,
J476,J476,0,IS_ADULT,1,,,,,,,
J498,J498,0,IS_ADULT,1,,,,,,,
J505,J505,0,IS_ADULT,1,,,,,,,
J510,J510,0,IS_ADULT,1,,,,,,,
J793,J793,0,IS_ADULT,1,,,,,,,
J580,J580,0,IS_ADULT,1,,,,,,,
J751,J751,0,IS_ADULT,1,,,,,,,
J753,J753,0,IS_ADULT,1,,,,,,,
J884,J884,0,IS_ADULT,1,,,,,,,
J889,J889,0,IS_ADULT,1,,,,,,,
J900,J900,0,IS_ADULT,1,,,,,,,
J971,J971,0,IS_ADULT,1,,,,,,,
J972,J972,0,IS_ADULT,1,,,,,,,
J1315,J1315,0,IS_ADULT,1,,,,,,,
J1317,J1317,0,IS_ADULT,1,,,,,,,
J1102,J1102,0,IS_ADULT,1,,,,,,,
J1003,J1003,0,IS_ADULT,1,,,,,,,
J1031,J1031,0,IS_ADULT,1,,,,,,,
J1056,J1056,0,IS_ADULT,1,,,,,,,
J1340,J1340,0,IS_ADULT,1,,,,,,,
J1047,J1047,0,IS_ADULT,1,,,,,,,
J1171,J1171,0,IS_ADULT,1,,,,,,,
J1034,J1034,0,IS_ADULT,1,,,,,,,
J1283A,J1283A,0,IS_ADULT,1,,,,,,,
J1352,J1352,0,IS_ADULT,1,,,,,,,
J1369,J1369,0,IS_ADULT,1,,,,,,,
J1454,J1454,0,IS_ADULT,1,,,,,,,
J1480,J1480,0,IS_ADULT,1,,,,,,,
